Job Title,Job URL
Seeking a Financial Analyst for a Real Estate Consultant,https://www.upwork.com/jobs/Seeking-Financial-span-class-highlight-Analyst-span-for-Real-Estate-Consultant_~021898142647210059811/?referrer_url_path=/nx/search/jobs/
Causal Impact Estimation Expert Needed for Treatment Effect Analysis,https://www.upwork.com/jobs/Causal-Impact-Estimation-Expert-Needed-for-Treatment-Effect-Analysis_~021898137958224178154/?referrer_url_path=/nx/search/jobs/
"Residential Real Estate Analyst (Calculate ARV, Rehab estimates & maximum allowable offer)",https://www.upwork.com/jobs/Residential-Real-Estate-span-class-highlight-Analyst-span-Calculate-ARV-Rehab-estimates-amp-maximum-allowable-offer_~021898136894294304803/?referrer_url_path=/nx/search/jobs/
Account Executive,https://www.upwork.com/jobs/Account-Executive_~021898088868801818576/?referrer_url_path=/nx/search/jobs/
Digital Strategy Analyst – Luxury Hospitality,https://www.upwork.com/jobs/Digital-Strategy-span-class-highlight-Analyst-span-Luxury-Hospitality_~021898116575701608483/?referrer_url_path=/nx/search/jobs/
HubSpot Automation Analyst,https://www.upwork.com/jobs/HubSpot-Automation-span-class-highlight-Analyst-span_~021898103138663742586/?referrer_url_path=/nx/search/jobs/
Hiring: Data Analyst for Gym Financial Management,https://www.upwork.com/jobs/Hiring-span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Gym-Financial-Management_~021898056408570112035/?referrer_url_path=/nx/search/jobs/
Financial Forecasting Expert for Startup Customer Base Estimation,https://www.upwork.com/jobs/Financial-Forecasting-Expert-for-Startup-Customer-Base-Estimation_~021898088613621738474/?referrer_url_path=/nx/search/jobs/
Market & Customer Research Analyst Required,https://www.upwork.com/jobs/Market-amp-Customer-Research-span-class-highlight-Analyst-span-Required_~021898078570184649706/?referrer_url_path=/nx/search/jobs/
Remote Energy Monitoring Analyst,https://www.upwork.com/jobs/Remote-Energy-Monitoring-span-class-highlight-Analyst-span_~021898077807034711162/?referrer_url_path=/nx/search/jobs/
Expert Click Fraud Analyst Needed,https://www.upwork.com/jobs/Expert-Click-Fraud-span-class-highlight-Analyst-span-Needed_~021898069715677035642/?referrer_url_path=/nx/search/jobs/
"Residential Real Estate Analyst (Calculate ARV, Rehab estimates & maximum allowable offer)",https://www.upwork.com/jobs/Residential-Real-Estate-span-class-highlight-Analyst-span-Calculate-ARV-Rehab-estimates-amp-maximum-allowable-offer_~021898064487463661520/?referrer_url_path=/nx/search/jobs/
AI Data Analyst Needed for AI POC project,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-POC-project_~021898064130152279018/?referrer_url_path=/nx/search/jobs/
Data Analysis and Reporting Specialist Needed,https://www.upwork.com/jobs/span-class-highlight-Data-span-Analysis-and-Reporting-Specialist-Needed_~021898024888827063274/?referrer_url_path=/nx/search/jobs/
Amazon FBA Inventory Data Analyst,https://www.upwork.com/jobs/Amazon-FBA-Inventory-span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021898027375516658666/?referrer_url_path=/nx/search/jobs/
Data Analyst for SaaS and Games – Conversion & Growth Focus,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-SaaS-and-Games-Conversion-amp-Growth-Focus_~021898027193446116330/?referrer_url_path=/nx/search/jobs/
CRO Specialist - E-Commerce - Data Analytics,https://www.upwork.com/jobs/CRO-Specialist-Commerce-span-class-highlight-Data-span-Analytics_~021898003760737369210/?referrer_url_path=/nx/search/jobs/
Industry Research Analyst for Concrete Industry,https://www.upwork.com/jobs/Industry-Research-span-class-highlight-Analyst-span-for-Concrete-Industry_~021897999833469921315/?referrer_url_path=/nx/search/jobs/
Data Architect,https://www.upwork.com/jobs/span-class-highlight-Data-span-Architect_~021897995487522205648/?referrer_url_path=/nx/search/jobs/
Salesforce Knowledgeable BA Needed for Project,https://www.upwork.com/jobs/Salesforce-Knowledgeable-Needed-for-Project_~021897988635874963408/?referrer_url_path=/nx/search/jobs/
Excel Data Analysis Expert Needed,https://www.upwork.com/jobs/Excel-span-class-highlight-Data-span-Analysis-Expert-Needed_~021897974341878523939/?referrer_url_path=/nx/search/jobs/
Lead Data Scientist (13_03_25AS) IV,https://www.upwork.com/jobs/Lead-span-class-highlight-Data-span-Scientist-13_03_25AS_~021897908221343541283/?referrer_url_path=/nx/search/jobs/
Business Intelligence Analyst - Data Visualisation,https://www.upwork.com/jobs/Business-Intelligence-span-class-highlight-Analyst-span-span-class-highlight-Data-span-Visualisation_~021897906807981879248/?referrer_url_path=/nx/search/jobs/
Seeking Resume and Cover Letter Editors for A New Graduate,https://www.upwork.com/jobs/Seeking-Resume-and-Cover-Letter-Editors-for-New-Graduate_~021897896302605974650/?referrer_url_path=/nx/search/jobs/
Excel Analyst Needed for Spreadsheet Modeling and Formulas,https://www.upwork.com/jobs/Excel-span-class-highlight-Analyst-span-Needed-for-Spreadsheet-Modeling-and-Formulas_~021897876597140693557/?referrer_url_path=/nx/search/jobs/
Business Analyst Needed for System Analysis,https://www.upwork.com/jobs/Business-span-class-highlight-Analyst-span-Needed-for-System-Analysis_~021897864221293231226/?referrer_url_path=/nx/search/jobs/
Administrative Analyst,https://www.upwork.com/jobs/Administrative-span-class-highlight-Analyst-span_~021897853200616864890/?referrer_url_path=/nx/search/jobs/
Senior Automation Specialist (web and User Analytics Tracking implementation & Tool Integration),https://www.upwork.com/jobs/Senior-Automation-Specialist-web-and-User-Analytics-Tracking-implementation-Tool-Integration_~021897829011621100666/?referrer_url_path=/nx/search/jobs/
Experienced Commercial Real Estate Analyst Needed,https://www.upwork.com/jobs/Experienced-Commercial-Real-Estate-span-class-highlight-Analyst-span-Needed_~021897772681923496175/?referrer_url_path=/nx/search/jobs/
Senior Business Analyst (Complex SaaS AI Product),https://www.upwork.com/jobs/Senior-Business-span-class-highlight-Analyst-span-Complex-SaaS-Product_~021897770370920458275/?referrer_url_path=/nx/search/jobs/
VC / PE Analyst: Portfolio Company Review,https://www.upwork.com/jobs/span-class-highlight-Analyst-span-Portfolio-Company-Review_~021897753492182675408/?referrer_url_path=/nx/search/jobs/
Data Analytics Specialist for GA4 Setup and Reporting,https://www.upwork.com/jobs/span-class-highlight-Data-span-Analytics-Specialist-for-GA4-Setup-and-Reporting_~021897747482823834746/?referrer_url_path=/nx/search/jobs/
AML Analyst,https://www.upwork.com/jobs/AML-span-class-highlight-Analyst-span_~021897738446773825488/?referrer_url_path=/nx/search/jobs/
Market Analyst Needed for Comprehensive Competitive Analysis,https://www.upwork.com/jobs/Market-span-class-highlight-Analyst-span-Needed-for-Comprehensive-Competitive-Analysis_~021897734168670480419/?referrer_url_path=/nx/search/jobs/
Financial Statements Preparation for Media Buying Agency (2024-2025),https://www.upwork.com/jobs/Financial-Statements-Preparation-for-Media-Buying-Agency-2024-2025_~021897730367080509392/?referrer_url_path=/nx/search/jobs/
GIS Analyst for EIA Gap Analysis and Risk Mapping for Lahore's Orange Line Metro University Project,https://www.upwork.com/jobs/GIS-span-class-highlight-Analyst-span-for-EIA-Gap-Analysis-and-Risk-Mapping-for-Lahore-Orange-Line-Metro-University-Project_~021897719967203078096/?referrer_url_path=/nx/search/jobs/
Experienced Data Migration Analyst Needed - Must be familiar with SQL & Metabase,https://www.upwork.com/jobs/Experienced-span-class-highlight-Data-span-Migration-span-class-highlight-Analyst-span-Needed-Must-familiar-with-SQL-amp-Metabase_~021897704630561384483/?referrer_url_path=/nx/search/jobs/
Product Excel Summary Report for Daily Production Report Data,https://www.upwork.com/jobs/Product-Excel-Summary-Report-for-Daily-Production-Report-span-class-highlight-Data-span_~021897693715233351715/?referrer_url_path=/nx/search/jobs/
Market Analysis & Competitive Landscape Report Needed,https://www.upwork.com/jobs/Market-Analysis-Competitive-Landscape-Report-Needed_~021897683234886724586/?referrer_url_path=/nx/search/jobs/
Financial Forecasting Specialist for UK Business,https://www.upwork.com/jobs/Financial-Forecasting-Specialist-for-Business_~021897675286391237611/?referrer_url_path=/nx/search/jobs/
Lead Data Scientist (13_03_25AS) III,https://www.upwork.com/jobs/Lead-span-class-highlight-Data-span-Scientist-13_03_25AS-III_~021897669140813130730/?referrer_url_path=/nx/search/jobs/
Land Acquisition Specialist & Analyst Needed,https://www.upwork.com/jobs/Land-Acquisition-Specialist-amp-span-class-highlight-Analyst-span-Needed_~021897668052408019946/?referrer_url_path=/nx/search/jobs/
Finance Manager & Controller (Bilingual FRENCH-ENGLISH),https://www.upwork.com/jobs/Finance-Manager-Controller-Bilingual-FRENCH-ENGLISH_~021881736322362660624/?referrer_url_path=/nx/search/jobs/
Data Analyst: Markets and Trading,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Markets-and-Trading_~021897618774872303272/?referrer_url_path=/nx/search/jobs/
Business Data Analyst Needed for Performance Insights,https://www.upwork.com/jobs/Business-span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-Performance-Insights_~021897663939560222672/?referrer_url_path=/nx/search/jobs/
Market Research Analyst for Pricing,https://www.upwork.com/jobs/Market-Research-span-class-highlight-Analyst-span-for-Pricing_~021897657373243092944/?referrer_url_path=/nx/search/jobs/
Lead Data Scientist (13_03_25AS) II,https://www.upwork.com/jobs/Lead-span-class-highlight-Data-span-Scientist-13_03_25AS_~021897654408825120803/?referrer_url_path=/nx/search/jobs/
SEO Analyst for a Foreign Direct Investment Agency,https://www.upwork.com/jobs/SEO-span-class-highlight-Analyst-span-for-Foreign-Direct-Investment-Agency_~021897639333892565027/?referrer_url_path=/nx/search/jobs/
Meta Ads Manager,https://www.upwork.com/jobs/Meta-Ads-Manager_~021897629181288289335/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed for Large Excel Data Visualization and Analysis,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-Large-Excel-span-class-highlight-Data-span-Visualization-and-Analysis_~021897612640835667461/?referrer_url_path=/nx/search/jobs/
Adops - Operational Analyst,https://www.upwork.com/jobs/Adops-Operational-span-class-highlight-Analyst-span_~021897606864168457271/?referrer_url_path=/nx/search/jobs/
Senior Digital Analyst (MCI),https://www.upwork.com/jobs/Senior-Digital-span-class-highlight-Analyst-span-MCI_~021897604784424776227/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed for Winter Wear Sales Forecasting,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-Winter-Wear-Sales-Forecasting_~021897585901273903651/?referrer_url_path=/nx/search/jobs/
Data Analyst for Ecommerce Company,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Ecommerce-Company_~021897569747571901957/?referrer_url_path=/nx/search/jobs/
Senior Marketing Analyst – B2B & ABM Analytics,https://www.upwork.com/jobs/Senior-Marketing-span-class-highlight-Analyst-span-B2B-amp-ABM-Analytics_~021897553985439927783/?referrer_url_path=/nx/search/jobs/
AI Automation Specialist,https://www.upwork.com/jobs/Automation-Specialist_~021897543400821527607/?referrer_url_path=/nx/search/jobs/
Technical Business Analyst,https://www.upwork.com/jobs/Technical-Business-span-class-highlight-Analyst-span_~021897518539888528871/?referrer_url_path=/nx/search/jobs/
Financial Analyst Needed for Profit and Loss Statement Creation,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-Needed-for-Profit-and-Loss-Statement-Creation_~021897516005996236263/?referrer_url_path=/nx/search/jobs/
Financial Analyst Needed for Sales Data and Invoice Review of E-Commerce Fulfillment,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-Needed-for-Sales-span-class-highlight-Data-span-and-Invoice-Review-Commerce-Fulfillment_~021897511366052087301/?referrer_url_path=/nx/search/jobs/
Virtual Assistant Needed for Real Estate Proposal Preparation,https://www.upwork.com/jobs/Virtual-Assistant-Needed-for-Real-Estate-Proposal-Preparation_~021897459117049316869/?referrer_url_path=/nx/search/jobs/
Marketing Execution & Optimization For Digital Business (Content / Lifelong Learning),https://www.upwork.com/jobs/Marketing-Execution-Optimization-For-Digital-Business-Content-Lifelong-Learning_~021897498988401824823/?referrer_url_path=/nx/search/jobs/
Commercial Real Estate Analyst Needed for Property Appraisal Interpretation,https://www.upwork.com/jobs/Commercial-Real-Estate-span-class-highlight-Analyst-span-Needed-for-Property-Appraisal-Interpretation_~021897433236759184901/?referrer_url_path=/nx/search/jobs/
"Spanish Language Communication, Data and Research Analyst Needed in Amazon Forest Region",https://www.upwork.com/jobs/Spanish-Language-Communication-span-class-highlight-Data-span-and-Research-span-class-highlight-Analyst-span-Needed-Amazon-Forest-Region_~021897473351230329911/?referrer_url_path=/nx/search/jobs/
Research Analyst Needed to review information relating to a UK listed stock,https://www.upwork.com/jobs/Research-span-class-highlight-Analyst-span-Needed-review-information-relating-listed-stock_~021897422385775513063/?referrer_url_path=/nx/search/jobs/
Data Analyst & Business Intelligence Analyst for Amazon Seller Central,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-amp-Business-Intelligence-span-class-highlight-Analyst-span-for-Amazon-Seller-Central_~021897459572047414789/?referrer_url_path=/nx/search/jobs/
"Freelance Data Analyst with Python, Excel, and Tableau Expertise",https://www.upwork.com/jobs/Freelance-span-class-highlight-Data-span-span-class-highlight-Analyst-span-with-Python-Excel-and-Tableau-Expertise_~021897412090432720359/?referrer_url_path=/nx/search/jobs/
Databricks data engineer,https://www.upwork.com/jobs/Databricks-span-class-highlight-data-span-engineer_~021897444909355765223/?referrer_url_path=/nx/search/jobs/
Data Analyst (Snowflake),https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Snowflake_~021897431985476666885/?referrer_url_path=/nx/search/jobs/
"Residential Real Estate Analyst (Calculate ARV, Rehab estimates & maximum allowable offer)",https://www.upwork.com/jobs/Residential-Real-Estate-span-class-highlight-Analyst-span-Calculate-ARV-Rehab-estimates-amp-maximum-allowable-offer_~021897436191382111749/?referrer_url_path=/nx/search/jobs/
Looker Studio Development with Windsor.ai Integration [MOBILE + WEB APPS],https://www.upwork.com/jobs/Looker-Studio-Development-with-Windsor-Integration-MOBILE-WEB-APPS_~021897432565460230747/?referrer_url_path=/nx/search/jobs/
Financial Planning Analyst Needed for Comprehensive Analysis,https://www.upwork.com/jobs/Financial-Planning-span-class-highlight-Analyst-span-Needed-for-Comprehensive-Analysis_~021897414409181491747/?referrer_url_path=/nx/search/jobs/
Data Analyst,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021897415012830809575/?referrer_url_path=/nx/search/jobs/
Real Estate Data Analyst,https://www.upwork.com/jobs/Real-Estate-span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021897414252150932478/?referrer_url_path=/nx/search/jobs/
CRM & Lifecycle Marketing Manager | Fintech & Crypto,https://www.upwork.com/jobs/CRM-Lifecycle-Marketing-Manager-Fintech-Crypto_~021897388336662655782/?referrer_url_path=/nx/search/jobs/
Senior FP&A analyst and accountant for interesting remote client work,https://www.upwork.com/jobs/Senior-amp-span-class-highlight-analyst-span-and-accountant-for-interesting-remote-client-work_~021897394395205666309/?referrer_url_path=/nx/search/jobs/
Experienced Finance Analyst,https://www.upwork.com/jobs/Experienced-Finance-span-class-highlight-Analyst-span_~021897392835973154309/?referrer_url_path=/nx/search/jobs/
Financial Statement and Bank Transaction Analysis for Loan Brokerage,https://www.upwork.com/jobs/Financial-Statement-and-Bank-Transaction-Analysis-for-Loan-Brokerage_~021897382994772427587/?referrer_url_path=/nx/search/jobs/
Informatica ETL Developer (Operational) – LATAM,https://www.upwork.com/jobs/Informatica-ETL-Developer-Operational-LATAM_~021897382140539503427/?referrer_url_path=/nx/search/jobs/
Tableau Architect – LATAM-Based Candidates Only,https://www.upwork.com/jobs/Tableau-Architect-LATAM-Based-Candidates-Only_~021897356821429502974/?referrer_url_path=/nx/search/jobs/
Data Analyst for Pricing Strategy in Furnished Rentals,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Pricing-Strategy-Furnished-Rentals_~021897346757252941317/?referrer_url_path=/nx/search/jobs/
Data Analyst for Product Name Matching – Fuzzy Matching & Data Cleansing,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Product-Name-Matching-Fuzzy-Matching-amp-span-class-highlight-Data-span-Cleansing_~021897342701888107043/?referrer_url_path=/nx/search/jobs/
Social Media Campaign Analyst,https://www.upwork.com/jobs/Social-Media-Campaign-span-class-highlight-Analyst-span_~021897296650130228741/?referrer_url_path=/nx/search/jobs/
CRO/UI/UX Expert & Data Analyst for E-Commerce Natural Health Supplements,https://www.upwork.com/jobs/CRO-Expert-amp-span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Commerce-Natural-Health-Supplements_~021897329496060397061/?referrer_url_path=/nx/search/jobs/
GIS Analyst,https://www.upwork.com/jobs/GIS-span-class-highlight-Analyst-span_~021897318593834021411/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed for Medium Data Analysis Project,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-Medium-span-class-highlight-Data-span-Analysis-Project_~021897315878320868839/?referrer_url_path=/nx/search/jobs/
"Residential Real Estate Analyst (Calculate ARV, Rehab estimates & maximum allowable offer)",https://www.upwork.com/jobs/Residential-Real-Estate-span-class-highlight-Analyst-span-Calculate-ARV-Rehab-estimates-amp-maximum-allowable-offer_~021897313017288749603/?referrer_url_path=/nx/search/jobs/
Mixpanel Expert Needed for Dashboard & Metrics Creation,https://www.upwork.com/jobs/Mixpanel-Expert-Needed-for-Dashboard-Metrics-Creation_~021897311120738618855/?referrer_url_path=/nx/search/jobs/
Market Research - Create target list of potential customers,https://www.upwork.com/jobs/Market-Research-Create-target-list-potential-customers_~021897310127336203944/?referrer_url_path=/nx/search/jobs/
"Build a Targeted List of 50k C-Level Execs, Inv. Bankers, Analysts, Consultants & Tech Providers",https://www.upwork.com/jobs/Build-Targeted-List-50k-Level-Execs-Inv-Bankers-span-class-highlight-Analysts-span-Consultants-amp-Tech-Providers_~021897309340260765159/?referrer_url_path=/nx/search/jobs/
Media Analyst Needed for Insights and Reporting,https://www.upwork.com/jobs/Media-span-class-highlight-Analyst-span-Needed-for-Insights-and-Reporting_~021897305960801043267/?referrer_url_path=/nx/search/jobs/
Looking for an Asset Manager Analyst (Remote),https://www.upwork.com/jobs/Looking-for-Asset-Manager-span-class-highlight-Analyst-span-Remote_~021897292516672996869/?referrer_url_path=/nx/search/jobs/
Intelligence Analyst,https://www.upwork.com/jobs/Intelligence-span-class-highlight-Analyst-span_~021897286983382233635/?referrer_url_path=/nx/search/jobs/
Power BI Sales Dashboard,https://www.upwork.com/jobs/Power-Sales-Dashboard_~021897276613637636931/?referrer_url_path=/nx/search/jobs/
Quality Assurance for Stock Watchlist Generator and Data Tools,https://www.upwork.com/jobs/Quality-Assurance-for-Stock-Watchlist-Generator-and-span-class-highlight-Data-span-Tools_~021897271616602508775/?referrer_url_path=/nx/search/jobs/
Analyst for Fast-Growing Dutch Dropshipping Business,https://www.upwork.com/jobs/span-class-highlight-Analyst-span-for-Fast-Growing-Dutch-Dropshipping-Business_~021897270095050732067/?referrer_url_path=/nx/search/jobs/
Data Analyst & Visualisation Specialist – Survey Experiments & Statistical Testing,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-amp-Visualisation-Specialist-Survey-Experiments-amp-Statistical-Testing_~021897266085249970723/?referrer_url_path=/nx/search/jobs/
Meta Ads Manager,https://www.upwork.com/jobs/Meta-Ads-Manager_~021897257140352779781/?referrer_url_path=/nx/search/jobs/
Product data analyst with amplitude experience,https://www.upwork.com/jobs/Product-span-class-highlight-data-span-span-class-highlight-analyst-span-with-amplitude-experience_~021897210245713261091/?referrer_url_path=/nx/search/jobs/
Lead Data Scientist (13_03_25AS),https://www.upwork.com/jobs/Lead-span-class-highlight-Data-span-Scientist-13_03_25AS_~021897204702115139047/?referrer_url_path=/nx/search/jobs/
Hotel Real Estate Investment Analyst Needed for New Project in Indonesia,https://www.upwork.com/jobs/Hotel-Real-Estate-Investment-span-class-highlight-Analyst-span-Needed-for-New-Project-Indonesia_~021897203787157538309/?referrer_url_path=/nx/search/jobs/
"Website Analysis: Sales Data, Marketing, and SEO Activities",https://www.upwork.com/jobs/Website-Analysis-Sales-span-class-highlight-Data-span-Marketing-and-SEO-Activities_~021897200054372430371/?referrer_url_path=/nx/search/jobs/
Data Analyst for Advertising Placement Review,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Advertising-Placement-Review_~021897182244557488963/?referrer_url_path=/nx/search/jobs/
Expert Data Analyst Needed for Database Population,https://www.upwork.com/jobs/Expert-span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-Database-Population_~021897174164621297157/?referrer_url_path=/nx/search/jobs/
Data Analyst / Business Strategist for Market Optimization in Construction Bidding,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Business-Strategist-for-Market-Optimization-Construction-Bidding_~021897142620934046532/?referrer_url_path=/nx/search/jobs/
"Freelance Research Analyst (Finance, Economics, Business) – PowerPoint Presentations",https://www.upwork.com/jobs/Freelance-Research-span-class-highlight-Analyst-span-Finance-Economics-Business-PowerPoint-Presentations_~021897108152068072027/?referrer_url_path=/nx/search/jobs/
"Property Analysis in Québec - 794, Terrasse Laurentienne",https://www.upwork.com/jobs/Property-Analysis-bec-794-Terrasse-Laurentienne_~021897095471147975491/?referrer_url_path=/nx/search/jobs/
Customer Service Quality Assurance Analyst,https://www.upwork.com/jobs/Customer-Service-Quality-Assurance-span-class-highlight-Analyst-span_~021897082143675712323/?referrer_url_path=/nx/search/jobs/
Full-Time Data Analyst & BI Expert (Google Looker & Gemini AI for KPI Tracking),https://www.upwork.com/jobs/Full-Time-span-class-highlight-Data-span-span-class-highlight-Analyst-span-amp-Expert-Google-Looker-amp-Gemini-for-KPI-Tracking_~021897076245486437893/?referrer_url_path=/nx/search/jobs/
Full-Time Construction Accountant & Financial Analyst (QuickBooks Online & Google Sheets Expert),https://www.upwork.com/jobs/Full-Time-Construction-Accountant-amp-Financial-span-class-highlight-Analyst-span-QuickBooks-Online-amp-Google-Sheets-Expert_~021897073880095720259/?referrer_url_path=/nx/search/jobs/
Power BI Resource Limitation - Visual has Exceeded Available Resources,https://www.upwork.com/jobs/Power-Resource-Limitation-Visual-has-Exceeded-Available-Resources_~021897062203713848925/?referrer_url_path=/nx/search/jobs/
Data Analyst resume improvement,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-resume-improvement_~021897023131607828061/?referrer_url_path=/nx/search/jobs/
Job Title: Financial Analyst - KPI Development and Strategic Growth,https://www.upwork.com/jobs/Job-Title-Financial-span-class-highlight-Analyst-span-KPI-Development-and-Strategic-Growth_~021897029741482012368/?referrer_url_path=/nx/search/jobs/
Reporting Engineer Specialist,https://www.upwork.com/jobs/Reporting-Engineer-Specialist_~021897029729195003367/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed for Data Consulting Company,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-span-class-highlight-Data-span-Consulting-Company_~021897027359579506269/?referrer_url_path=/nx/search/jobs/
Data Analysis using SPSS for Dissertation,https://www.upwork.com/jobs/span-class-highlight-Data-span-Analysis-using-SPSS-for-Dissertation_~021897024864724218403/?referrer_url_path=/nx/search/jobs/
Board Certified Behavior Analyst,https://www.upwork.com/jobs/Board-Certified-Behavior-span-class-highlight-Analyst-span_~021896989974967813725/?referrer_url_path=/nx/search/jobs/
Customer Order Patterns Analysis for Growth Strategy 2025,https://www.upwork.com/jobs/Customer-Order-Patterns-Analysis-for-Growth-Strategy-2025_~021897012661463839267/?referrer_url_path=/nx/search/jobs/
Financial Analyst – Senior Housing & Care,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-Senior-Housing-amp-Care_~021897011758095535591/?referrer_url_path=/nx/search/jobs/
SQL Server Developer,https://www.upwork.com/jobs/SQL-Server-Developer_~021897010218391703015/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed – Create Monthly Historical Lease Trade-Out Reports from Rent Rolls,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-Create-Monthly-Historical-Lease-Trade-Out-Reports-from-Rent-Rolls_~021897008240269919044/?referrer_url_path=/nx/search/jobs/
Data and Research Analyst for Software Development,https://www.upwork.com/jobs/span-class-highlight-Data-span-and-Research-span-class-highlight-Analyst-span-for-Software-Development_~021897002470113027752/?referrer_url_path=/nx/search/jobs/
Data Analyst – High-Volume Data Processing & Analysis,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-High-Volume-span-class-highlight-Data-span-Processing-amp-Analysis_~021896996560013128227/?referrer_url_path=/nx/search/jobs/
Analyst - Strategic Market Research Reporting,https://www.upwork.com/jobs/span-class-highlight-Analyst-span-Strategic-Market-Research-Reporting_~021896989008907928387/?referrer_url_path=/nx/search/jobs/
Excel and Power BI Data Analyst Needed,https://www.upwork.com/jobs/Excel-and-Power-span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed_~021896982687148019175/?referrer_url_path=/nx/search/jobs/
Infor M3 integration specialist,https://www.upwork.com/jobs/Infor-integration-specialist_~021896970975987041885/?referrer_url_path=/nx/search/jobs/
Junior Analyst Needed for Company Research and Financial Analysis,https://www.upwork.com/jobs/Junior-span-class-highlight-Analyst-span-Needed-for-Company-Research-and-Financial-Analysis_~021896953772298405469/?referrer_url_path=/nx/search/jobs/
