,track_name,title,url,job_type,description,experience_level,skills,proposals,interviewing,invites_sent,unanswered_invites,client_total_spent,duration,client_location,active,hire,avg_budget,less_than_30,more_than_30,flexible
10,Data_Analyst,Remote Energy Monitoring Analyst,https://www.upwork.com/jobs/Remote-Energy-Monitoring-span-class-highlight-Analyst-span_~021898077807034711162/?referrer_url_path=/nx/search/jobs/,Hourly,"Description:
We are seeking an experienced Energy Manager or Analyst to remotely evaluate energy consumption data collected from sensors attached to individual circuits at customer sites, primarily factories and industrial facilities. Our clients operate heavy machinery such as ovens, compressors, HVAC systems, mixers, and grinders.

Responsibilities:

Weekly evaluation of energy consumption reports provided via our cloud-based platform.

Identify energy-saving opportunities, inefficiencies, trends, and potential issues from the data.

Provide clear, actionable insights and recommendations every Monday in a concise summary format that we can share directly with our customers.

Communicate effectively with our team to provide feedback that can help enhance our energy monitoring product and reporting capabilities.

Requirements:

Proven experience as an Energy Manager, Energy Analyst, or similar role.

Strong understanding of industrial energy usage, energy efficiency, and cost-saving strategies.

Excellent analytical skills with the ability to interpret energy data and identify actionable insights.

Ability to clearly communicate technical insights in an easily understandable manner.

Proficient with remote/cloud-based platforms and tools.

Independent worker comfortable operating remotely with minimal supervision.

Initial Engagement:
This project will begin with a trial analysis for a single customer. If the collaboration yields positive results and value, there is potential for ongoing, long-term work involving regular weekly analyses for multiple customers.

We look forward to collaborating with a knowledgeable professional who can help our customers optimize their energy efficiency and support our continued product evolution.",Intermediate,"['Helioscope', 'Solar Energy', 'Energy Optimization', 'Autodesk AutoCAD', 'Solar Design', 'PVSyst', 'Data Analysis', 'Microsoft Power BI', 'Building Energy Certification', 'Energy Simulation']",20 to 50,1.0,1.0,0.0,$6.4K,1,United States,4.0,6.0,32.5,1,0,0
11,Data_Analyst,AI Data Analyst Needed for AI POC project,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-POC-project_~021898064130152279018/?referrer_url_path=/nx/search/jobs/,Hourly,"We are seeking an experienced AI Data Analyst to assist with various assessment-related projects. The ideal candidate will have a strong background in data analysis and interpretation, particularly in the context of AI technologies. Your role will involve analyzing data sets, providing insights, and supporting our team in making informed decisions based on your assessments. If you are detail-oriented and possess strong analytical skills, we want to hear from you!",Intermediate,"['ETL', 'Data Extraction', 'Microsoft Excel', 'Statistics', 'Data Entry', 'Blockchain', 'Data Scraping', 'Data Analysis', 'Python']",20 to 50,0.0,0.0,0.0,0,2,CAN,1.0,1.0,32.5,1,0,0
12,Data_Analyst,Data Analysis and Reporting Specialist Needed,https://www.upwork.com/jobs/span-class-highlight-Data-span-Analysis-and-Reporting-Specialist-Needed_~021898024888827063274/?referrer_url_path=/nx/search/jobs/,Hourly,"Data & Reporting Specialist
📍 Remote | Full-Time

About Us
To continue enhancing our customer service operations, we’re looking for a Data & Reporting Specialist to transform complex data into clear, actionable insights.

The Role
We need a highly analytical and detail-oriented professional who can take raw data and translate it into easy-to-understand reports, visual dashboards, and summaries. Your work will help streamline operations, improve response times, and enhance the customer experience.

Key Responsibilities
✅ Collect and analyze customer service performance data, including response times, resolution rates, and customer satisfaction metrics.
✅ Summarize complex datasets into clear, concise reports using charts, graphs, and visual dashboards.
✅ Develop weekly and monthly reports with a detailed written summary highlighting key trends, insights, and recommendations.
✅ Identify inefficiencies and recommend process improvements to enhance customer service workflows.
✅ Work with leadership to track and optimize team performance across different customer service departments.
✅ Ensure data accuracy and integrity while automating reporting processes where possible.
✅ Support the transition to live chat by providing real-time analytics on performance.

Requirements
🔹 Proven experience in data analysis, reporting, and visualization (preferably in customer service or e-commerce).
🔹 Advanced proficiency in Excel/Google Sheets, Looker, Power BI, Tableau, or other data visualization tools.
🔹 Ability to present data in a clear and compelling way using charts, graphs, and written summaries.
🔹 Strong analytical skills with the ability to spot trends and provide actionable insights.
🔹 Experience with Groove HQ or other customer service platforms is a plus.
🔹 Excellent communication skills to convey data findings in a simple and understandable way.

Why Join Us?
✨ Work remotely with flexible hours.
✨ Make a direct impact by simplifying data for decision-making.
✨ Be part of a fast-growing, customer-focused company.
✨ Collaborate with a supportive and results-driven team.",Intermediate,"['Data Entry', 'Microsoft Excel', 'Data Analysis', 'Data Visualization']",20 to 50,3.0,0.0,0.0,$5K,2,United Kingdom,21.0,42.0,6.0,1,0,0
13,Data_Analyst,Amazon FBA Inventory Data Analyst,https://www.upwork.com/jobs/Amazon-FBA-Inventory-span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021898027375516658666/?referrer_url_path=/nx/search/jobs/,Hourly,"We are looking for an experienced Amazon inventory manager to help us analyze stock data and optimize inventory levels across 3,000+ Amazon listings in Canada and the USA.

About the Role:
This is a part-time position to start, with the opportunity to grow into a full-time role based on performance. The ideal candidate is highly efficient, data-driven, and detail-oriented, with a strong understanding of Amazon's FBA system and report formats.

Responsibilities:
Track & analyze inventory levels, lead times, and sales trends
Forecast demand to avoid stockouts and overstocking
Generate reports using Amazon’s reporting system
Ensure inventory meets seasonal demand and adjusts for sales spikes
Optimize restocking schedules to maintain a healthy inventory flow
Requirements:
✅ Experience managing an Amazon store (FBA & inventory management)
✅ Familiarity with Amazon’s reporting formats (understands sales, stock, and order reports)
✅ Ability to handle large amounts of data efficiently

This role is perfect for someone who enjoys working with numbers, data, and forecasting trends to ensure smooth inventory flow.",Entry,"['Sourcing', 'Market Research', 'Microsoft Excel', 'Amazon FBA', 'Keepa', 'Form Completion', 'Manage Ecommerce Site']",20 to 50,8.0,0.0,0.0,$97K,4,Canada,22.0,176.0,3.5,0,1,0
14,Data_Analyst,CRO Specialist - E-Commerce - Data Analytics,https://www.upwork.com/jobs/CRO-Specialist-Commerce-span-class-highlight-Data-span-Analytics_~021898003760737369210/?referrer_url_path=/nx/search/jobs/,Hourly,"We as a Shopify Plus Agency need a CRO Analyst for our Clients focussed on A/B Testing, Conversion Rates, Average Order Value pushing Elements and Data Analytics",Expert,"['Conversion Rate Optimization', 'Store Page', 'Landing Page', 'Web Design', 'Mobile App Design', 'Shopify', 'Prototyping']",10 to 15,1.0,0.0,0.0,$9.6K,4,Germany,15.0,25.0,27.5,0,1,0
15,Data_Analyst,Industry Research Analyst for Concrete Industry,https://www.upwork.com/jobs/Industry-Research-span-class-highlight-Analyst-span-for-Concrete-Industry_~021897999833469921315/?referrer_url_path=/nx/search/jobs/,Hourly,"I am interested in exploring the concrete industry and the role of chemical additives in enhancing its performance. Specifically, I would like to understand the industry's size from a global, regional, and country-level perspective, as well as the key industry segments where concrete is utilized and where these additives can be applied.

This assignment will consist of multiple project milestones, each with short to medium-term deadlines. There may be periods of inactivity between milestones. The initial focus will be on broad research, gradually narrowing down into a more specific data model. The goal is to develop a reporting framework that provides key insights across countries and regions while also identifying potential gaps and disparities between them.",Expert,"['Amazon Webstore', 'Market Research', 'Quantitative Research', 'Pricing Research', 'Data Analysis', 'Market Analysis', 'Competitive Analysis']",10 to 15,1.0,0.0,0.0,0,4,United States,14.0,100.0,20.0,1,0,0
16,Data_Analyst,Data Architect,https://www.upwork.com/jobs/span-class-highlight-Data-span-Architect_~021897995487522205648/?referrer_url_path=/nx/search/jobs/,Hourly,"POSITION DESCRIPTION

Data Architecture, Data Modeling and Data warehousing experience a MUST

WHAT YOU’LL DO
• Define and design future state data architecture for risk data products.
• Partner with Technology, Data Stewards and various Products teams in an Agile
work stream while meeting program goals and deadlines.
• Create user personas to support various business initiatives.
• Engage with line of business, operations, and project partners to gather process
improvements.
• Lead to design / build new models to efficiently deliver the risk results to senior
management.
• Evaluate Data related tools and technologies and recommend appropriate
implementation patterns and standard methodologies to ensure our Data
ecosystem is always modern.
• Collaborate with Enterprise Data Architects in establishing and adhering to
enterprise standards while also performing POCs to ensure those standards are
implemented.
• Provide technical expertise and mentorship to Data Engineers and Data Analysts
in the Data Architecture.
• Develop and maintain processes, standards, policies, guidelines, and governance
to ensure that a consistent framework and set of standards is applied across the
company.
• Create and maintain conceptual / logical data models to identify key business
entities and visual relationships.
• Work with business and IT teams to understand data requirements.
• Maintain a data dictionary consisting of table and column definitions.
• Review data models with both technical and business audiences.
YOU’RE GOOD AT
• Design, document & train the team on the overall processes and process flows
for the Data architecture.
• Resolve technical challenges in critical situations that require immediate
resolution.
• Develop relationships with external stakeholders to maintain awareness of data
and security issues and trends.
• Review work from other tech team members and provide feedback for growth.
• Implement Data security policies that align with governance objectives and
regulatory requirements.
YOU BRING (EXPERIENCE & QUALIFICATIONS)
Essential Education
• Bachelor's degree or equivalent combination of education and experience.
• Bachelor's degree in information science, data management, computer science
or related field preferred.
Essential Experience & Job Requirements
• 12+ years of IT experience with major focus on data warehouse/database related
projects
• Expertise in cloud databases like Snowflake/RedShift, data catalogue, MDM etc
• Expertise in writing SQL and database procedures
• Proficient in Data Modelling- Conceptual, logical, and Physical modelling
• Proficient in documenting all the architecture related work performed.
• Hand on experience in data storage, ETL/ELT and data analytics tools and
technologies e.g., Talend, DBT, Attunity, Golden Gate, FiveTran, APIs, Tableau,
Power BI, Alteryx etc
• Experienced in Data Warehousing design/development and BI/ Analytical
systems
• Experience working projects using Agile methodologies
• Strong hands-on experience with data and analytics data architecture, solution
design, and engineering experience
• Experience with Cloud Big Data technologies such as AWS, Azure, GCP and
Snowflake
• Experience working with agile methodologies (Scrum, Kanban) and Meta Scrum
with cross-functional teams (Product Owners, Scrum Master, Architects, and data
SMEs)
• Review existing databases, data architecture, data models across multiple
systems and propose architecture enhancements for cross compatibility and
target systems
• Excellent written, oral communication and presentation skills to present
architecture, features, and solution recommendations",Expert,"['ETL Pipeline', 'ETL', 'API Integration', 'reddhift', 'dbt', 'Software Architecture & Design', 'UML Diagram', 'API', 'Ecommerce Website Development']",5 to 10,0.0,0.0,0.0,$138 ,3,United States,1.0,2.0,20.0,0,1,0
17,Data_Analyst,Salesforce Knowledgeable BA Needed for Project,https://www.upwork.com/jobs/Salesforce-Knowledgeable-Needed-for-Project_~021897988635874963408/?referrer_url_path=/nx/search/jobs/,Fixed-price,"We are seeking a Business Analyst with a strong foundation in Salesforce to assist in an upcoming project. The ideal candidate will possess a BA degree and demonstrate practical experience with Salesforce applications. You will be responsible for gathering requirements, analyzing processes, and ensuring effective communication between stakeholders. If you are detail-oriented and adept at problem-solving within the Salesforce framework, we would love to hear from you.
To start with this will be a 1 month project and based on the performance, we will extend for further months.",Intermediate,"['Salesforce CRM', 'Market Research', 'Financial Modeling', 'Business Analysis', 'Market Analysis', 'Finance & Accounting', 'Marketing Strategy']",5 to 10,1.0,0.0,0.0,0,0,IND,0.0,1.0,1500.0,0,0,1
18,Data_Analyst,Excel Data Analysis Expert Needed,https://www.upwork.com/jobs/Excel-span-class-highlight-Data-span-Analysis-Expert-Needed_~021897974341878523939/?referrer_url_path=/nx/search/jobs/,Fixed-price,"We are seeking an experienced Excel data analyst to analyze and interpret complex data sets from an Excel file. The ideal candidate will have a keen eye for detail and be proficient in Excel functions, pivot tables, and data visualization. You will help identify trends, insights, and actionable recommendations based on the data provided. Strong analytical skills and experience with data interpretation are essential.

Data is in Romanian
Providing analysis in English is acceptable, will be translated.
Graphs should be in Romanian",Intermediate,"['ETL', 'Data Extraction', 'Microsoft Excel', 'Blockchain', 'Data Scraping', 'Data Analysis', 'Data Entry']",20 to 50,2.0,0.0,0.0,$4.2K,0,Moldova,6.0,79.0,50.0,0,0,1
19,Data_Analyst,Administrative Analyst,https://www.upwork.com/jobs/Administrative-span-class-highlight-Analyst-span_~021897853200616864890/?referrer_url_path=/nx/search/jobs/,Hourly,"Part-time Administrative Specialist needed for busy firm.
This is a virtual position. Duties will include completing work relating to administering LCP
Tracker requests and e-filing documentation.  

This job hours vary from 8 to 15 hours per week depending on the work flow and requests.
Please see the attached job description for details.",Expert,"['Sourcing', 'Market Research', 'File Maintenance', 'Content Writing', 'Virtual Assistance', 'Administrative Support', 'Canva', 'ChatGPT', 'Keepa', 'Amazon FBA', 'File Management', 'Data Entry', 'WordPress']",20 to 50,0.0,1.0,1.0,$203K,4,United States,8.0,60.0,34.5,1,0,0
